file,line,type,commit,author,date,time,timezone,datetime,depth,length
src/style.css,122,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,13
src/style.css,123,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,61
src/style.css,124,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,60
src/style.css,125,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,0
src/style.css,126,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,0
src/style.css,127,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,26
src/style.css,128,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,10
src/style.css,129,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,13
src/style.css,130,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,104
src/style.css,131,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,44
src/style.css,132,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,14
src/style.css,133,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,0
src/style.css,134,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,0
src/style.css,135,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,20
src/style.css,136,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,18
src/style.css,137,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,13
src/style.css,138,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,75
src/style.css,139,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,22
src/style.css,140,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,12
src/style.css,141,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,18
src/style.css,142,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,25
src/style.css,143,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,18
src/style.css,144,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,0
src/style.css,145,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,0
src/style.css,146,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,45
src/style.css,147,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,13
src/style.css,148,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,9
src/style.css,149,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,39
src/style.css,150,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,20
src/style.css,151,css,bc8caf8b,mengkongaun,2024-11-06,18:42:06,-08:00,2024-11-06T18:42:06-08:00,0,11
src/style.css,152,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,0
src/style.css,153,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,0
src/style.css,154,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,33
src/style.css,155,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,14
src/style.css,156,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,12
src/style.css,157,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,13
src/style.css,158,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,15
src/style.css,159,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,0
src/style.css,160,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,0
src/style.css,161,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,38
src/style.css,162,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,12
src/style.css,163,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,16
src/style.css,164,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,11
src/style.css,165,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,0
src/style.css,166,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,0
src/style.css,167,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,51
src/style.css,168,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,5
src/style.css,169,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,24
src/style.css,170,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,0
src/style.css,171,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,0
src/style.css,172,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,30
src/style.css,173,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,36
src/style.css,174,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,5
src/style.css,175,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,47
src/style.css,176,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,31
src/style.css,177,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,0
src/style.css,178,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,0
src/style.css,179,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,4
src/style.css,180,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,80
src/style.css,181,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,0
src/style.css,182,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,0
